ABBREV	DEGREE	US_UNIVERSITY	GENDER	PREVIOUS_DEGREE	COLOMBIAN_UNIVERSITY
JWF	MASTER'S	University of Texas at Austin	FEMALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
JWF	Ph.D.	Clemson University	MALE	BACHELOR	UNIVERSIDAD DEL TOLIMA
JWF	MASTER'S	Virginia Polytechnic Institute and State University	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
FLB-CLC	MASTER'S	Texas A&M University	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
CLC-DNP	Ph.D.	University of Arkansas, Fayetteville	MALE	BACHELOR	UNIVERSIDAD DE LOS LLANOS
FLB-CLC	MASTER'S	University of Missouri - Columbia	MALE	BACHELOR	UNIVERSIDAD DE CALDAS
CLC- FLB	PH.D.	University of California - Davis	MALE	BACHELOR	UNIVERSIDAD DE LOS LLANOS
ARTS	MASTER'S	School of the Art Institute of Chicago	MALE	BACHELOR	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
DU	MASTER'S	SUNY at Buffalo	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	MASTER'S	The New School	MALE	BACHELOR	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
ARTS	MASTER'S	Otis College of Art and Design	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
ARTS	MASTER'S	The New School	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC- FLB	Ph.D.	North Dakota State University - Main Campus	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	North Dakota State University - Main Campus	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	North Carolina State University	MALE	BACHELOR	UNIVERSIDAD DE LA SALLE
CLC-DNP	Ph.D.	UNIVERSITY OF MINNESOTA - TWIN CITIES	FEMALE	BACHELOR	UNIVERSIDAD DE LA SABANA
CLC-DNP	Ph.D.	Ohio State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	University of Kansas	FEMALE		
FLB-LSP	Ph.D.	Arizona State University	MALE		
JWF	MASTER'S	Fordham University	FEMALE		
JWF	MASTER'S	Massachusetts Institute of Technology	MALE		
JWF	MASTER'S	Miami University	FEMALE		
JWF	MASTER'S	Skidmore College	FEMALE		
JWF	MASTER'S	Tulane University	MALE		
JWF	MASTER'S	University of Arizona	FEMALE		
JWF	MASTER'S	University of Illinois at Urbana-Champaign	MALE		
JWF	MASTER'S	University of Illinois at Urbana-Champaign	MALE		
JWF	MASTER'S	University of Illinois at Urbana-Champaign	MALE		
JWF	MASTER'S	University of Illinois at Urbana-Champaign	MALE		
JWF	MASTER'S	University of Illinois at Urbana-Champaign	MALE		
JWF	MASTER'S	University of Wisconsin - Madison	MALE		
JWF	MASTER'S	INTERAMERICAN LAW INSTITUTE	MALE		
JWF	MASTER'S	Arizona State University	MALE		
JWF	MASTER'S	Columbia University in the City of New York	FEMALE		
JWF	MASTER'S	Cornell University	FEMALE		
JWF	MASTER'S	Georgetown University	MALE		
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE		
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE		
JWF	MASTER'S	Lawrence University	MALE		
JWF	MASTER'S	New York University	MALE		
JWF	MASTER'S	Ohio State University	FEMALE		
JWF	MASTER'S	Skidmore College	FEMALE		
JWF	MASTER'S	SUNY College of Environmental Science and Forestry	MALE		
JWF	MASTER'S	University of Delaware	FEMALE		
JWF	MASTER'S	University of Texas at Austin	MALE		
JWF	MASTER'S	Vanderbilt University	MALE		
JWF	MASTER'S	Skidmore College	FEMALE		
JWF	MASTER'S	Fordham University	FEMALE		
JWF	MASTER'S	Jacksonville State University	FEMALE		
JWF	MASTER'S	Manhattan School of Music	MALE		
JWF	MASTER'S	University of California - Los Angeles	MALE		
JWF	MASTER'S	University of Wisconsin - Madison	MALE		
JWF	MASTER'S	Bowdoin College	MALE		UNIVERSIDAD DEL ATLANTICO
JWF	MASTER'S	Allegheny College	MALE		
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE		
JWF	MASTER'S	Indiana University Bloomington	FEMALE		
JWF	MASTER'S	Michigan State University	FEMALE		
JWF	MASTER'S	University of Kansas	FEMALE		
JWF	MASTER'S	University of Texas at Austin	FEMALE		
JWF	MASTER'S	University of Rochester	MALE		
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE		
JWF	MASTER'S	Indiana University Bloomington	MALE		
JWF	MASTER'S	Indiana University Bloomington	MALE		
JWF	MASTER'S	Michigan State University	FEMALE		
JWF	MASTER'S	Ohio State University	MALE		
JWF	MASTER'S	Southern Illinois University Carbondale	MALE		
JWF	MASTER'S	Texas State Technical College - Waco	MALE		
JWF	MASTER'S	Tulane University	FEMALE		
JWF	MASTER'S	University of California - Los Angeles	FEMALE		
JWF	MASTER'S	University of California, Berkeley	MALE		
JWF	MASTER'S	University of Michigan - Ann Arbor	MALE		
JWF	MASTER'S	University of Rochester	MALE		
JWF	MASTER'S	Columbia University in the City of New York	MALE		
JWF	MASTER'S	Michigan State University	MALE		
JWF	MASTER'S	University of Washington	FEMALE		
JWF	MASTER'S	Brandeis University	MALE		
JWF	MASTER'S	Cornell University	MALE		
JWF	MASTER'S	Indiana University Bloomington	MALE		
JWF	MASTER'S	Iowa State University	FEMALE		
JWF	MASTER'S	Oregon State University	MALE		
JWF	MASTER'S	Rutgers, The State University of New Jersey	MALE		
JWF	MASTER'S	University of Arizona	MALE		
JWF	MASTER'S	University of California - Los Angeles	FEMALE		
JWF	MASTER'S	University of California - Los Angeles	FEMALE		
JWF	MASTER'S	University of California, Berkeley	MALE		
JWF	MASTER'S	University of Kansas	MALE		
JWF	Ph.D.	University of Maryland - College Park	MALE		
JWF	MASTER'S	University of Michigan - Ann Arbor	MALE		
JWF	MASTER'S	University of Texas at Austin	MALE		
JWF	MASTER'S	Vanderbilt University	MALE		
JWF	MASTER'S	NEBRASKA STATE TEACHERS COLLEGE	FEMALE		
JWF	MASTER'S	PHOENIX SCHOOL OF DESIGN	FEMALE		
JWF	MASTER'S	University of Oregon	MALE		UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	American University	MALE		
JWF	MASTER'S	Cornell University	MALE		
JWF	MASTER'S	Iowa State University	MALE		
JWF	MASTER'S	Massachusetts Institute of Technology	MALE		
JWF	MASTER'S	Ohio State University	MALE		
JWF	MASTER'S	Southern Methodist University	FEMALE		
JWF	MASTER'S	University of Delaware	FEMALE		
JWF	MASTER'S	University of Maryland - College Park	MALE		
JWF	MASTER'S	University of Michigan - Ann Arbor	MALE		
JWF	MASTER'S	University of Tulsa	MALE		
JWF	MASTER'S	Georgetown University	MALE		UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE		
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE		
JWF	Ph.D.	Oklahoma State University	MALE		
JWF	MASTER'S	University of California - Los Angeles	FEMALE		
JWF	MASTER'S	University of New Hampshire	MALE		
JWF	MASTER'S	Washington University in St Louis	FEMALE		UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	Ph.D.	Indiana University Bloomington	MALE		
JWF	MASTER'S	Fordham University	MALE		
ATG	MASTER'S	Iowa State University	MALE		
JWF	MASTER'S	Iowa State University	FEMALE		
JWF	MASTER'S	Ohio State University	FEMALE		
JWF	MASTER'S	University of California - Los Angeles	MALE		
JWF	MASTER'S	University of California - Los Angeles	MALE		
JWF	MASTER'S	University of California, Berkeley	MALE		
JWF	MASTER'S	University of Colorado	MALE		
JWF	MASTER'S	University of Kansas	MALE		
JWF	MASTER'S	University of Miami	MALE		
JWF	MASTER'S	University of Northern Iowa	FEMALE		
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE		
JWF	MASTER'S	University of Wisconsin - Madison	MALE		
JWF	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE		
JWF	MASTER'S	University of Delaware	MALE		
JWF	MASTER'S	University of Virginia	MALE		
JWF	MASTER'S	Yale University	MALE		
JWF	MASTER'S	Georgia State University	MALE		
JWF	MASTER'S	Montana State University - Bozeman	MALE		
JWF	MASTER'S	University of California - Los Angeles	MALE		
JWF	MASTER'S	University of California - Los Angeles	MALE		
JWF	MASTER'S	University of California - Los Angeles	MALE		
JWF	MASTER'S	West Virginia State University	MALE		
JWF	MASTER'S	University of Missouri - Columbia	MALE		
JWF	MASTER'S	Cornell University	MALE		
JWF	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	FEMALE		
JWF	MASTER'S	Arizona State University	MALE		
JWF	MASTER'S	Columbia University in the City of New York	MALE		
JWF	MASTER'S	Southern Illinois University Carbondale	MALE		
JWF	Ph.D.	Stanford University	MALE		
JWF	MASTER'S	University of Arizona	FEMALE		
JWF	MASTER'S	University of California - Los Angeles	FEMALE		
JWF	MASTER'S	University of California - Los Angeles	FEMALE		
JWF	MASTER'S	University of Mississippi	MALE		
JWF	MASTER'S	University of New Mexico	MALE		
ATG	INV & DOC	University of Northern Iowa	MALE		
JWF	MASTER'S	University of Northern Iowa	FEMALE		
JWF	MASTER'S	University of Notre Dame	MALE		
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE		
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE		
JWF	MASTER'S	New York University	MALE		
JWF	MASTER'S	Rensselaer Polytechnic Institute	MALE		
JWF	MASTER'S	University of Alabama at Birmingham	MALE		
JWF	MASTER'S	Florida State University	FEMALE		
JWF	MASTER'S	Syracuse University	MALE		
JWF	MASTER'S	University of Detroit Mercy	MALE		
JWF	MASTER'S	University of Miami	MALE		
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE		
JWF	MASTER'S	University of Pittsburgh - Main Campus	MALE		
JWF	MASTER'S	Vanderbilt University	MALE		
JWF	MASTER'S	West Virginia University	FEMALE		
JWF	MASTER'S	California State University - Sacramento	MALE		
JWF	MASTER'S	Colorado School of Mines	MALE		
JWF	MASTER'S	Indiana University Bloomington	FEMALE		
JWF	MASTER'S	Mississippi State University	MALE		
JWF	MASTER'S	The University of Tennessee - Knoxville	MALE		
JWF	MASTER'S	University of Alabama at Birmingham	MALE		
JWF	MASTER'S	University of Detroit Mercy	FEMALE		
JWF	MASTER'S	University of Massachusetts - Lowell	MALE		
JWF	MASTER'S	University of Wisconsin - Madison	MALE		
JWF	MASTER'S	Washington University in St Louis	MALE		
JWF	MASTER'S	New York University	MALE		
JWF	MASTER'S	Brown University	MALE		
JWF	MASTER'S	Case Western Reserve University	MALE		
JWF	MASTER'S	Colorado School of Mines	MALE		
JWF	MASTER'S	Indiana University Bloomington	FEMALE		
JWF	MASTER'S	Southern Methodist University	MALE		
JWF	MASTER'S	SUNY Stony Brook	MALE		
JWF	MASTER'S	University of New Mexico	MALE		
JWF	MASTER'S	University of Northern Iowa	FEMALE		
JWF	MASTER'S	University of Wisconsin - Madison	FEMALE		
JWF	MASTER'S	University of Wisconsin - Madison	MALE		
JWF	MASTER'S	Harvard University	MALE		UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Ohio State University	MALE		
JWF	Ph.D.	Mississippi State University	MALE		
JWF	MASTER'S	New York University	MALE		
JWF	MASTER'S	University of Texas at Austin	MALE		
JWF	MASTER'S	Ball State University	MALE		
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	FEMALE		
JWF	MASTER'S	Georgia State University	MALE		
JWF	MASTER'S	Georgia State University	MALE		
JWF	MASTER'S	Harvard University	MALE		
ATG	MASTER'S	New York University	FEMALE		
JWF	MASTER'S	New York University	MALE		
JWF	MASTER'S	SUNY at Buffalo	MALE		
JWF	Ph.D.	Temple University	MALE		
JWF	MASTER'S	University of New Mexico	FEMALE		
JWF	MASTER'S	University of New Mexico	MALE		
JWF	MASTER'S	University of Texas at Austin	MALE		
JWF	MASTER'S	University of Wisconsin - Madison	MALE		
JWF	MASTER'S	SOUTHWESTERN LEGAL FOUNDATION	MALE		
JWF	MASTER'S	Bowling Green State University	MALE		
JWF	Ph.D.	Boston College	MALE		
JWF	MASTER'S	Harvard University	MALE		
JWF	MASTER'S	San Diego State University	MALE		
JWF	MASTER'S	Tulane University	MALE		
JWF	MASTER'S	University of Cincinnati	MALE		
JWF	MASTER'S	University of Michigan - Ann Arbor	MALE		
JWF	Ph.D.	Michigan State University	MALE		UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Louisville	MALE		
JWF	Ph.D.	Clemson University	MALE		
JWF	MASTER'S	Cornell University	MALE		
JWF	MASTER'S	Georgetown University	FEMALE		
FF	INV & DOC	Massachusetts Institute of Technology	FEMALE		
JWF	MASTER'S	Ohio University - Main Campus	FEMALE		
JWF	MASTER'S	Southern Illinois University Carbondale	MALE		
JWF	Ph.D.	University of Cincinnati	MALE		
JWF	MASTER'S	University of Kansas	MALE		
JWF	MASTER'S	University of Louisville	MALE		
JWF	MASTER'S	Vanderbilt University	MALE		
JWF	MASTER'S	SOUTHWESTERN LEGAL FOUNDATION	MALE		
JWF	MASTER'S	University of Florida	MALE		UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Cincinnati	MALE		UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	North Carolina State University	MALE		
FF	INV & DOC	Tufts University	MALE		
FF	INV & DOC	Tufts University	MALE		
FF	INV & DOC	Tufts University	MALE		
JWF	MASTER'S	University of Arkansas, Fayetteville	FEMALE		
FLB-LSP	MASTER'S	University of California, Berkeley	MALE		
JWF	Ph.D.	University of Chicago	MALE		
JWF	MASTER'S	University of Toledo	MALE		
JWF	MASTER'S	Indiana University Bloomington	MALE		
JWF	MASTER'S	Ohio University - Main Campus	MALE		
JWF	MASTER'S	University of South Carolina - Columbia	MALE		UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Colorado State University	MALE		
JWF	MASTER'S	Cornell University	MALE		
NSF	INV & DOC	Florida Institute of Technology-Melbourne	MALE		
JWF	MASTER'S	Ohio University - Main Campus	MALE		
NSF	INV & DOC	Ohio University - Main Campus	FEMALE		
FLB-LSP	MASTER'S	Rice University	FEMALE		
JWF	MASTER'S	Sam Houston State University	FEMALE		
NSF	INV & DOC	Sam Houston State University	FEMALE		
FLB-LSP	MASTER'S	University of Illinois at Urbana-Champaign	MALE		
NSF	INV & DOC	University of Nevada - Reno	FEMALE		
NSF	INV & DOC	University of Nevada - Reno	FEMALE		
NSF	INV & DOC	University of Pittsburgh - Main Campus	FEMALE		
FLB-LSP	MASTER'S	University of Pittsburgh - Main Campus	MALE		
NSF	INV & DOC	Western Carolina University	MALE		
FLB-LSP	MASTER'S	Michigan State University	MALE		
ATG	MASTER'S	Colorado State University	MALE		
JWF	MASTER'S	Columbia University in the City of New York	MALE		
NSF	INV & DOC	Gonzaga University	FEMALE		
VS	INV & DOC	Harvard University	MALE		
VP	INV & DOC	Saint Joseph's University	MALE		
VP	INV & DOC	Temple University	MALE		
VP	INV & DOC	University of Alabama at Birmingham	FEMALE		
NSF	INV & DOC	University of Central Florida	FEMALE		
JWF	MASTER'S	University of Illinois at Chicago	MALE		
VP	INV & DOC	University of Wisconsin - Milwaukee	MALE		
ATG	MASTER'S	Tufts University	FEMALE		
ATG	MASTER'S	Boston University	FEMALE		
VP	INV & DOC	Colorado State University	MALE		
ATG	MASTER'S	Harvard University	MALE		
JWF	MASTER'S	Ohio University - Main Campus	MALE		
ATG	MASTER'S	SUNY Stony Brook	FEMALE		
ATG	Ph.D.	SUNY Stony Brook	MALE		
ATG	MASTER'S	Tufts University	MALE		
ATG	MASTER'S	Tufts University	FEMALE		
FLB-LSP	MASTER'S	University of Alabama at Birmingham	MALE		
VP	INV & DOC	University of North Florida	MALE		
ATG	MASTER'S	University of North Florida	FEMALE		
ATG	MASTER'S	University of Pennsylvania	FEMALE		
VS	INV & DOC	University of South Florida	MALE		
ATG	Ph.D.	University of Wisconsin - Madison	MALE		
FLB-LSP	MASTER'S	Southern Illinois University Carbondale	MALE		
SIR	INV & DOC	Florida College	MALE		
JWF	MASTER'S	Rensselaer Polytechnic Institute	MALE		
ATG	MASTER'S	SUNY Stony Brook	MALE		
ATG	MASTER'S	SUNY Stony Brook	FEMALE		
JWF	MASTER'S	SUNY Stony Brook	FEMALE		
ATG	MASTER'S	SUNY Stony Brook	FEMALE		
ATG	MASTER'S	SUNY Stony Brook	FEMALE		
JWF	MASTER'S	University of Kansas	FEMALE		
JWF	MASTER'S	University of Kansas	FEMALE		
JWF	MASTER'S	University of Kansas	FEMALE		
JWF	MASTER'S	Western Illinois University	FEMALE		
ATG	MASTER'S	SUNY Stony Brook	MALE		
ATG	Ph.D.	Tulane University	MALE		
SIR	INV & DOC	University of Houston - Victoria	MALE		
ATG	Ph.D.	University of Notre Dame	MALE		
ATG	MASTER'S	Boston University	MALE		
ATG	MASTER'S	Harvard University	MALE		
CIP	INV & DOC	Iowa State University	FEMALE		
SIR	INV & DOC	North Carolina State University	FEMALE		
CIP	INV & DOC	Ohio State University	FEMALE		
ATG	MASTER'S	Stanford University	MALE		
ATG	MASTER'S	SUNY Stony Brook	FEMALE		
JWF	MASTER'S	University of Kansas	MALE		
ATG	MASTER'S	University of Kansas	MALE		
JWF	MASTER'S	University of Pennsylvania	MALE		
SIR	INV & DOC	University of Wisconsin - Milwaukee	MALE		
ATG	Ph.D.	Ohio State University	MALE		UNIVERSIDAD LIBRE
ATG	MASTER'S	American University	FEMALE		
CIP	INV & DOC	Cleveland State University	FEMALE		
JWF	MASTER'S	Cornell University	FEMALE		
ATG	MASTER'S	Louisiana State University and A&M College	MALE		
ATG	MASTER'S	Louisiana State University and A&M College	FEMALE		
JWF	MASTER'S	Michigan State University	MALE		
CIP	INV & DOC	Ohio State University	FEMALE		
SIR	INV & DOC	Ohio University - Main Campus	MALE		
ATG	MASTER'S	SUNY Stony Brook	FEMALE		
ATG	MASTER'S	Texas A&M University	MALE		
JWF	MASTER'S	University of Houston	MALE		
ATG	MASTER'S	University of Illinois at Urbana-Champaign	MALE		
FLB-LSP	MASTER'S	University of Kansas	MALE		
ATG	Ph.D.	University of Massachusetts - Boston	MALE		
ATG	MASTER'S	University of Pittsburgh - Main Campus	MALE		
JWF	MASTER'S	University of Rhode Island	MALE		
ATG	MASTER'S	University of South Carolina - Columbia	MALE		
JWF	MASTER'S	UNKNOWN	FEMALE		
CIP	INV & DOC		FEMALE		
ATG	MASTER'S	New York University	MALE		PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	University of South Carolina - Columbia	MALE		
FLB-LSP	MASTER'S	University of Vermont	MALE		
SIR	INV & DOC	Kenyon College	MALE		
JWF	MASTER'S	New York University	MALE		
ATG	Ph.D.	Northwestern University	FEMALE		
ATG	MASTER'S	Ohio University - Main Campus	FEMALE		
ATG	MASTER'S	Southern Illinois University Carbondale	MALE		
SIR	INV & DOC	University of Notre Dame	FEMALE		
SIR	INV & DOC	University of Pittsburgh - Main Campus	FEMALE		
JWF	MASTER'S	University of Rhode Island	MALE		
ATG	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE		
FLB-LSP	MASTER'S	University of Washington	MALE		UNIVERSIDAD NACIONAL DEL PERU
VS	INV & DOC	Duke University	MALE		
JWF	MASTER'S	New York University	MALE		
ATG	MASTER'S	San Diego State University	MALE		
ATG	MASTER'S	Smith College	FEMALE		
FLB-LSP	Ph.D.	SUNY at Buffalo	FEMALE		
ATG	MASTER'S	SUNY Stony Brook	MALE		
SIR	INV & DOC	Tulane University	MALE		
ATG	MASTER'S	University of California, Berkeley	MALE		
ATG	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE		
CIP	INV & DOC		MALE		
CIP	INV & DOC		MALE		
CIP	INV & DOC		FEMALE		
CIP	INV & DOC	UNIVERSITY OF MINNESOTA - TWIN CITIES	FEMALE		
CIP	INV & DOC	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE		
FLB-ICX	MASTER'S	Northeastern University	MALE		
JWF	MASTER'S	University of California - Los Angeles	MALE		
FLB-ICX	MASTER'S	University of Iowa	MALE		
ETA	INV & DOC	George Washington University, The	FEMALE		
FLB-ICX	MASTER'S	University of Louisville	MALE		
FLB-ICX	MASTER'S	California State University - Fresno	FEMALE		
FLB-ICX	MASTER'S	Johns Hopkins University	MALE		
SIR	INV & DOC	North Carolina A & T State University	MALE		
CIP	INV & DOC	Pennsylvania State University	FEMALE		
FLB-ICX	MASTER'S	Purdue University	MALE		
FLB-ICX	MASTER'S	SUNY at Binghamton	MALE		
FLB-ICX	MASTER'S	SUNY at Buffalo	MALE		
FLB-ICX	MASTER'S	SUNY at Buffalo	MALE		
FLB-ICX	MASTER'S	SUNY College of Environmental Science and Forestry	MALE		
FLB-ICX	MASTER'S	University of Alabama at Birmingham	FEMALE		
FLB-ICX	MASTER'S	University of Alabama at Birmingham	MALE		
JWF	MASTER'S	University of California - Los Angeles	FEMALE		
FLB-ICX	MASTER'S	University of Florida	MALE		
FLB-ICX	MASTER'S	University of Illinois at Urbana-Champaign	FEMALE		
FLB-LSP	MASTER'S	University of Kentucky	MALE		
FLB-ICX	MASTER'S	University of North Carolina at Chapel Hill	MALE		
FLB-ICX	MASTER'S	Vanderbilt University	MALE		
FLB-ICX	MASTER'S	Washington State University	MALE		
FLB-ICX	MASTER'S	Washington State University	MALE		
FLB-ICX	MASTER'S	West Virginia University	MALE		
CIP	INV & DOC	UNIVERSITY OF MINNESOTA - TWIN CITIES	FEMALE		
SEI	INV & DOC	VARIOUS	FEMALE		
CIP	INV & DOC		FEMALE		
SIR	INV & DOC	Stillman College	MALE		
FLB-ICX	MASTER'S	SUNY at Buffalo	MALE		
FLB-ICX	MASTER'S	Ball State University	MALE		
FLB-ICX	MASTER'S	Boston College	FEMALE		
FLB-ICX	MASTER'S	Louisiana State University and A&M College	FEMALE		
ETA	INV & DOC	New York University	FEMALE		
FLB-ICX	MASTER'S	North Carolina State University	MALE		
FLB-ICX	MASTER'S	Oregon State University	MALE		
FLB-ICX	MASTER'S	Pennsylvania State University	MALE		
FLB-ICX	MASTER'S	Rice University	MALE		
FLB-ICX	MASTER'S	Southern Illinois University Carbondale	MALE		
FLB-ICX	MASTER'S	SUNY at Binghamton	MALE		
JWF	MASTER'S	SUNY at Buffalo	MALE		
FLB-ICX	MASTER'S	SUNY at Buffalo	MALE		
FLB-ICX	Ph.D.	SUNY Stony Brook	MALE		
FLB-ICX	MASTER'S	The University of Texas at Arlington	MALE		
ETA	INV & DOC	University of Alabama at Birmingham	FEMALE		
FLB-ICX	MASTER'S	University of Cincinnati	FEMALE		
FLB-ICX	MASTER'S	University of Kansas	FEMALE		
FLB-ICX	MASTER'S	University of Maryland - College Park	MALE		
FLB-ICX	MASTER'S	University of Pittsburgh - Main Campus	MALE		
FLB-ICX	MASTER'S	University of Utah	MALE		
FLB-ICX	MASTER'S	Utah State University	MALE		
NEH	INV & DOC	ACADEMY FOR EDUCATIONAL DEV'T	FEMALE		
SEI	INV & DOC	ACADEMY FOR EDUCATIONAL DEV'T	MALE		
FLB-ICX	MASTER'S	DARMOUTH COLLEGE	MALE		
FLB-ICX	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE		
CIP	INV & DOC		FEMALE		
CIP	INV & DOC		FEMALE		
CIP	INV & DOC		FEMALE		
FLB-ICX	MASTER'S	Iowa State University	FEMALE		
FLB-ICX	MASTER'S	Ohio State University	FEMALE		
FLB-ICX	MASTER'S	University of Massachusetts Amherst	MALE		
FLB-ICX	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE		
FLB-ICX	MASTER'S	Claremont Graduate University	MALE		
FLB-ICX	MASTER'S	Louisiana State University and A&M College	MALE		
FLB-ICX	MASTER'S	North Carolina State University	MALE		
FLB-ICX	Ph.D.	Pennsylvania State University	MALE		
FLB-ICX	MASTER'S	Purdue University	MALE		
FLB-ICX	MASTER'S	Purdue University	MALE		
FLB-ICX	MASTER'S	Southern Illinois University Carbondale	FEMALE		
FLB-ICX	MASTER'S	Southern Illinois University Carbondale	MALE		
FLB-ICX	MASTER'S	Tulane University	FEMALE		
ETA	INV & DOC	University of Alabama at Birmingham	FEMALE		
FLB-LSP	MASTER'S	University of Iowa	MALE		
NEH	INV & DOC	Yale University	FEMALE		
ETA	INV & DOC	ACADEMY FOR EDUCATIONAL DEV'T	FEMALE		
FLB-ICX	MASTER'S	DARMOUTH COLLEGE	FEMALE		
FLB-ICX	Ph.D.	INSTITUTE FOR ADVANCED STUDY OF HUMAN SEXUALITY	MALE		
FLB-ICX	MASTER'S	Louisiana State University and A&M College	MALE		
FLB-ICX	MASTER'S	Louisiana State University and A&M College	MALE		
FLB-ICX	MASTER'S	North Carolina State University	MALE		
FLB-ICX	MASTER'S	Southern Illinois University Carbondale	FEMALE		
FLB-ICX	MASTER'S	SUNY at Buffalo	MALE		
FLB-ICX	Ph.D.	University of Cincinnati	MALE		
FLB-ICX	MASTER'S	University of Maryland - College Park	MALE		
FLB-ICX	MASTER'S	University of Massachusetts Amherst	MALE		
FLB-ICX	MASTER'S	Washington State University	MALE		
ETA	INV & DOC	University of Missouri - Columbia	MALE		
SIR	INV & DOC	University of Florida	FEMALE		
JWF	MASTER'S	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE		
JWF	MASTER'S	Northern Arizona University	MALE		
JWF	MASTER'S	SUNY at Albany	FEMALE		
ETA	INV & DOC	UNKNOWN	MALE		
ETA	INV & DOC	UNKNOWN	FEMALE		
JWF	MASTER'S	UNIVERSITY OF MARYLAND -	MALE		
SIR	INV & DOC	California State University - Sacramento	FEMALE		
JWF	MASTER'S	Tulane University	FEMALE		
JWF	MASTER'S	University of Cincinnati	FEMALE		
FLB-CLC	MASTER'S	University of South Florida	MALE		
FLB-CLC	Ph.D.	Cornell University	FEMALE		
JWF	MASTER'S	University of Louisville	FEMALE		PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-ICX	MASTER'S	Harvard University	MALE		
JWF	MASTER'S	University of South Florida	MALE		UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Cincinnati	FEMALE		
ATG	Ph.D.	SUNY Stony Brook	FEMALE		
FLB-CLC	Ph.D.	University of Illinois at Chicago	FEMALE		
FLB-CLC	MASTER'S	SUNY at Buffalo	MALE		
FLB-CLC	MASTER'S	University of Illinois at Urbana-Champaign	FEMALE		UNIVERSIDAD DE ANTIOQUIA
CLC-DNP	Ph.D.	University of Texas at Austin	MALE		UNIVERSIDAD DEL NORTE
FLB-CLC	MASTER'S	University of Cincinnati	FEMALE		ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO
CLC-DNP	MASTER'S	Georgia Institute of Technology - Main Campus	MALE		UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Washington	FEMALE		UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
JWF	MASTER'S	University of Pittsburgh - Main Campus	FEMALE		UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	University of Notre Dame	MALE		UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	University of Washington	MALE		UNIVERSIDAD DE LA SABANA
CLC-DNP	Ph.D.	University of Illinois at Urbana-Champaign	FEMALE		UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	University of Texas at Austin	MALE		UNIVERSIDAD FRANCISCO DE PAULA SANTANDER
JWF	MASTER'S	University of Texas at Austin	MALE		
